id,question_en,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
57276166dd62a815002e9bd8,What percentage of prime-time TV viewership did the three big networks represent in 1980?,"{'text': ['90%'], 'answer_start': [128]}",90%,90%,False,True,,,,en
57276166dd62a815002e9bd9,What drama from Aaron Spelling debuted on ABC in the 80s?,"{'text': ['Dynasty'], 'answer_start': [260]}",Dynasty,Dynasty,True,True,,,,en
57276166dd62a815002e9bda,What was a Happy Days spinoff that debuted in the 1980s on ABC?,"{'text': ['Mork & Mindy'], 'answer_start': [689]}",Benson,Mork & Mindy,True,False,de,en,sv,en
57276166dd62a815002e9bdb,What channel did ABC launch in 1981 that focused on cultural and arts programming?,"{'text': ['Alpha Repertory Television Service (ARTS)'], 'answer_start': [771]}",Alpha Repertory Television Service (ARTS),Alpha Repertory Television Service (ARTS),True,True,,,,en
5726a8d4dd62a815002e8c34,What was the tribe of the woman Temüjin married when he was around 16 years old?,"{'text': ['the Onggirat'], 'answer_start': [63]}",Onggirat tribe,the Onggirat,True,False,id,sw,id,id
5726a8d4dd62a815002e8c35,Who kidnapped Temüjin's first wife soon after they were married?,"{'text': ['the Merkits'], 'answer_start': [227]}",Merkits,the Merkits,True,False,fi,ur,fi,fi
5726a8d4dd62a815002e8c36,Who helped Temüjin rescue his wife from the Merkits?,"{'text': ['Jamukha, and his protector, Toghrul Khan'], 'answer_start': [342]}",Jamukha,"Jamukha, and his protector, Toghrul Khan",True,False,id,sw,id,id
5726a8d4dd62a815002e8c37,What was the name of Temüjin's wife Börte's first son?,"{'text': ['Jochi'], 'answer_start': [430]}",Jochi,Jochi,True,True,,,,en
5726a8d4dd62a815002e8c38,What year did Börte's give birth to Jochi?,"{'text': ['1185'], 'answer_start': [437]}",1904,1185,False,False,,,,en
5726acc1f1498d1400e8e6ca,Who did Jamukha support that were not part of Temüjin's power base?,"{'text': ['the traditional Mongolian aristocracy'], 'answer_start': [132]}",The traditional Mongolian aristocracy.,the traditional Mongolian aristocracy,True,True,,,,en
5726acc1f1498d1400e8e6cb,Which shaman's proclamation aided Temüjin's rise?,"{'text': ['Kokochu'], 'answer_start': [357]}",Kokochu,Kokochu,True,True,,,,en
5726acc1f1498d1400e8e6cc,When was Temüjin elected khan of the Mongols?,"{'text': ['1186'], 'answer_start': [462]}",1186,1186,False,True,,,,en
5726acc1f1498d1400e8e6cd,Which battle did Temüjin lose to Jamukha shortly after his election as khan?,"{'text': ['Battle of Dalan Balzhut'], 'answer_start': [819]}",Battle of Dalan Balzhut,Battle of Dalan Balzhut,True,True,,,,en
5726acc1f1498d1400e8e6ce,Where was Temüjin's patron Toghrul exiled?,"{'text': ['Qara Khitai'], 'answer_start': [1084]}",Qara Khitai,Qara Khitai,True,True,,,,en
57273455f1498d1400e8f48c,What is the Mongolian name for the original place of the Genghis Khan mausoleum?,"{'text': ['Edsen Khoroo'], 'answer_start': [112]}",Edsen Khoroo,Edsen Khoroo,True,True,,,,en
57273455f1498d1400e8f48d,Which Buddhist monastery hosted the Genghis Khan mausoleum during the Japanese occupation?,"{'text': ['Dongshan Dafo Dian'], 'answer_start': [290]}",Dongshan Dafo Dian,Dongshan Dafo Dian,True,True,,,,en
57273455f1498d1400e8f48e,Where did the Chinese Nationalists move the mausoleum away from advancing Chinese Communist forces?,"{'text': [""Kumbum Monastery or Ta'er Shi near Xining""], 'answer_start': [479]}",Yan'an,,True,True,,,,en
57273455f1498d1400e8f48f,When was the mausoleum returned to the Lord's Enclosure in Mongolia?,"{'text': ['1954'], 'answer_start': [572]}",1954,1954,False,True,,,,en
57273455f1498d1400e8f490,Who destroyed the most valuable relics in the mausoleum during the Cultural Revolution?,"{'text': ['Red Guards'], 'answer_start': [754]}",Red Guards,Red Guards,True,True,,,,en
57273dccdd62a815002e99fa,What sea bordered Genghis Khan's empire to the east when he died?,"{'text': ['Sea of Japan'], 'answer_start': [191]}",Caspian Sea,Sea of Japan,True,False,en,en,en,en
57273dccdd62a815002e99fb,What body of water sat to the west of the Mongol Empire when Genghis Khan died?,"{'text': ['Caspian Sea'], 'answer_start': [172]}",Caspian Sea,Caspian Sea,True,True,,,,en
57273dccdd62a815002e99fc,Who led the most rapid expansion of the Mongol Empire?,"{'text': ['Ögedei Khan'], 'answer_start': [320]}",Ögedei Khan,Ögedei Khan,True,True,,,,en
57273dccdd62a815002e99fd,What year was the conflict with the Song dynasty concluded?,"{'text': ['1279'], 'answer_start': [570]}",1279,1279,False,True,,,,en
572754cd5951b619008f8863,Which descendant of Genghis Khan sacked Baghdad?,"{'text': ['Hulagu Khan'], 'answer_start': [181]}",Hulagu Khan,Hulagu Khan,True,True,,,,en
572754cd5951b619008f8864,Who halted the advance of Hulagu Khan across the Middle East?,"{'text': ['the Mamluks of Egypt'], 'answer_start': [286]}",the mamluks of egypt,the Mamluks of Egypt,True,True,,,,en
572754cd5951b619008f8865,Which of Genghis Khan's descendants pushed the Mamluks out of Palestine?,"{'text': ['Ghazan Khan'], 'answer_start': [332]}",Hulagu Khan,Ghazan Khan,True,False,so,hi,so,so
572754cd5951b619008f8866,In which year did Genghis Khan's grandson invade Kievan Rus'?,"{'text': ['1237'], 'answer_start': [593]}",1237,1237,False,True,,,,en
572754cd5951b619008f8867,Which major cities in Eastern Europe were not destroyed by the Mongol invasion?,"{'text': ['Novgorod and Pskov'], 'answer_start': [811]}",Novgorod and Pskov,Novgorod and Pskov,True,True,,,,en
5726da89dd62a815002e92b2,Who oversees a Pharmacy Technician in the UK?,"{'text': ['other senior pharmacy technicians'], 'answer_start': [220]}",Other senior pharmacy technicians,other senior pharmacy technicians,True,True,,,,en
5726da89dd62a815002e92b3,With what body must a pharmacy technician register?,"{'text': ['the General Pharmaceutical Council (GPhC) register'], 'answer_start': [640]}",The General Pharmaceutical Council (GPhC),the General Pharmaceutical Council (GPhC) register,True,False,en,en,en,en
5726da89dd62a815002e92b4,What is a main duty of the GPhC?,"{'text': ['regulates the practice of pharmacists and pharmacy technicians'], 'answer_start': [778]}",Registers,regulates the practice of pharmacists and pharmacy technicians,True,False,de,en,de,de
5726da89dd62a815002e92b5,What type of professional is a Pharmacy Technician considered to be?,"{'text': ['health care professional'], 'answer_start': [48]}",Health Care Professional,health care professional,True,True,,,,en
5726da89dd62a815002e92b6,What types of responsibilities might a pharmacy technician have?,"{'text': ['manage the pharmacy department and specialised areas in pharmacy practice'], 'answer_start': [342]}",Supervising and managing other pharmacy technicians.,manage the pharmacy department and specialised areas in pharmacy practice,True,False,en,en,en,en
5726ddf6f1498d1400e8ee04,Developments in which scientists influenced the creation of pharmacology in medieval Islam?,"{'text': ['botany and chemistry'], 'answer_start': [40]}","Muhammad ibn Zakariya Razi, Abu al-Qasim al-Zahrawi, Sabur Ibn Sahl, Al-Biruni, Avicenna, Al-Maridini, Ibn al-Wafid",botany and chemistry,True,False,id,ur,id,id
5726ddf6f1498d1400e8ee05,Who was influential in promoting the use of chemical compounds as medicines?,"{'text': ['Muhammad ibn Zakarīya Rāzi'], 'answer_start': [131]}","Muhammad ibn Zakarīya Rāzi, Abu al-Qasim al-Zahrawi, and Sabur Ibn Sahl",Muhammad ibn Zakarīya Rāzi,True,True,,,,en
5726ddf6f1498d1400e8ee06,Who authored the Liber servitoris?,"{'text': ['Abu al-Qasim al-Zahrawi'], 'answer_start': [249]}",Abulcasis,Abu al-Qasim al-Zahrawi,True,False,id,en,id,id
5726ddf6f1498d1400e8ee08,Who wrote about the distillation of drinking water from sea water?,"{'text': ['Al-Muwaffaq'], 'answer_start': [1570]}",Peter of Abano,Al-Muwaffaq,True,False,en,pt,en,en
5726ddf6f1498d1400e8ee07,Which two compounds did Al-Muwaffaq differentiate between?,"{'text': ['sodium carbonate and potassium carbonate'], 'answer_start': [1838]}","Al-Muwaffaq differentiated between:

Natriumcarbonat and Kaliumcarbonat",sodium carbonate and potassium carbonate,True,False,en,en,en,en
5726e08e5951b619008f810f,What is the dispensary subject to in a majority of countries?,"{'text': ['pharmacy legislation'], 'answer_start': [48]}",Pharmacy legislation,pharmacy legislation,True,True,,,,en
5726e08e5951b619008f8110,What responsibilities were pharmacy technicians formerly limited to?,"{'text': ['within the dispensary compounding/dispensing medications'], 'answer_start': [224]}",Compounding and dispensing medications,within the dispensary compounding/dispensing medications,True,False,en,en,en,en
5726e08e5951b619008f8111,What do pharmacy technicians depend on more and more?,"{'text': ['automation'], 'answer_start': [481]}",automation,automation,True,True,,,,en
5726e08e5951b619008f8112,What are new responsibilities pharmacy technicians now deal with?,"{'text': [""patients' prescriptions and patient safety issues""], 'answer_start': [538]}",Patient's prescriptions and patient safety issues.,,True,True,,,,en
5726e08e5951b619008f8113,What does pharmacy legislation mandate?,"{'text': ['storage conditions, compulsory texts, equipment, etc.'], 'answer_start': [92]}","compulsory texts, storage conditions, equipment","storage conditions, compulsory texts, equipment, etc.",True,False,fr,en,en,en
5726ea985951b619008f8261,What is consultant pharmacy mainly concerned with?,"{'text': ['medication regimen review'], 'answer_start': [45]}","Medication regimen review (i. e., cognitive services)",medication regimen review,True,True,,,,en
5726ea985951b619008f8262,Where do a majority of consultant pharmacists tend to work?,"{'text': ['nursing homes'], 'answer_start': [181]}",nursing homes,nursing homes,True,True,,,,en
5726ea985951b619008f8263,What are some large pharmacy management companies?,"{'text': ['Omnicare, Kindred Healthcare and PharMerica'], 'answer_start': [463]}","Omnicare, Kindred Healthcare, PharMerica","Omnicare, Kindred Healthcare and PharMerica",True,False,en,en,en,en
5726ea985951b619008f8264,What is the main reason consulting pharmacists are increasingly working directly with patients?,"{'text': ['many elderly people are now taking numerous medications but continue to live outside of institutional settings'], 'answer_start': [629]}",many elderly people are now taking numerous medications,many elderly people are now taking numerous medications but continue to live outside of institutional settings,True,False,en,en,en,en
5726ea985951b619008f8265,What do some community pharmacies do?,"{'text': ['employ consultant pharmacists and/or provide consulting services'], 'answer_start': [767]}",Employ consultant pharmacists and/or provide consulting services.,employ consultant pharmacists and/or provide consulting services,True,True,,,,en
5726f48df1498d1400e8f0da,How are pharmacists regulated in most jurisdictions?,"{'text': ['separately from physicians'], 'answer_start': [77]}",only pharmacists can supply scheduled pharmaceuticals,separately from physicians,True,False,en,en,en,en
5726f48df1498d1400e8f0db,Who do most jurisdictions say can give scheduled drugs to the public?,"{'text': ['only pharmacists'], 'answer_start': [151]}",Pharmacists,only pharmacists,True,False,en,nl,en,en
5726f48df1498d1400e8f0dc,What body has stated that physicians can also dispense drugs under specific conditions?,"{'text': ['the American Medical Association (AMA)'], 'answer_start': [334]}",American Medical Association,the American Medical Association (AMA),True,False,en,en,en,en
5726f48df1498d1400e8f0dd,What is the estimate of how many physicians give out drugs on their own?,"{'text': ['7 to 10 percent'], 'answer_start': [590]}",7 to 10 percent,7 to 10 percent,True,True,,,,en
5726f48df1498d1400e8f0de,What are pharmacists forbidden to do?,"{'text': ['form business partnerships with physicians or give them ""kickback"" payments'], 'answer_start': [248]}","supply scheduled pharmaceuticals to the public, form business partnerships with physicians, pay physicians kickbacks","form business partnerships with physicians or give them ""kickback"" payments",True,False,en,en,en,en
5726eb8bf1498d1400e8efe2,What can result from disorders of the immune system?,"{'text': ['autoimmune diseases'], 'answer_start': [45]}","Autoimmune diseases, inflammatory diseases, and cancer",autoimmune diseases,True,True,,,,en
5726eb8bf1498d1400e8efe3,When does immunodeficiency occur?,"{'text': ['when the immune system is less active than normal'], 'answer_start': [124]}",When the immune system is less active than normal.,when the immune system is less active than normal,True,True,,,,en
5726eb8bf1498d1400e8efe4,What does immunodeficiency cause?,"{'text': ['recurring and life-threatening infections'], 'answer_start': [188]}",Recurring and life-threatening infections,recurring and life-threatening infections,True,True,,,,en
5726eb8bf1498d1400e8efe5,Name one of the causes of immunodeficiency.,"{'text': ['genetic disease'], 'answer_start': [289]}",HIV/AIDS,genetic disease,True,False,de,ur,de,de
5726eb8bf1498d1400e8efe6,Name a common autoimmune disease.,"{'text': [""Hashimoto's thyroiditis""], 'answer_start': [591]}",Hashimoto's thyroiditis,,True,True,,,,en
5728f2e26aef051400154896,What happens when the immune system less active than normal?,"{'text': ['Immunodeficiency'], 'answer_start': [100]}",Recurring and life-threatening infections.,Immunodeficiency,True,False,en,en,en,en
5728f2e26aef051400154897,What is the term for a hyperactive immune system that attacks normal tissues?,"{'text': ['autoimmunity'], 'answer_start': [442]}",Autoimmune diseases,autoimmunity,True,False,fr,en,fr,fr
5728f2e26aef051400154898,What field involves the study of the immune system?,"{'text': ['Immunology'], 'answer_start': [698]}",Immunology,Immunology,True,True,,,,en
5728f2e26aef051400154899,What acquired condition results in immunodeficiency in humans?,"{'text': ['HIV/AIDS'], 'answer_start': [375]}",HIV/AIDS,HIV/AIDS,True,True,,,,en
572a03086aef0514001551a2,What are the most powerful class of anti-inflammatory drugs?,"{'text': ['Glucocorticoids'], 'answer_start': [79]}",Glucocorticoids,Glucocorticoids,True,True,,,,en
572a03086aef0514001551a3,Low doses of anti-inflammatories are sometimes used with what classes of drugs?,"{'text': ['cytotoxic or immunosuppressive drugs'], 'answer_start': [364]}",cytotoxic or immunosuppressive drugs,cytotoxic or immunosuppressive drugs,True,True,,,,en
572a03086aef0514001551a4,What are two examples of cytotoxic or immunosuppressive drugs?,"{'text': ['methotrexate or azathioprine'], 'answer_start': [409]}","Methotrexate  
Azathioprine",methotrexate or azathioprine,True,False,en,pt,en,en
572a03086aef0514001551a5,What is an example of an immunosuppressive drug that prevents T cell activity by altering signal transduction pathways?,"{'text': ['cyclosporin'], 'answer_start': [707]}",Cyclosporine,cyclosporin,True,True,,,,en
572a04d51d046914007796cd,What are examples of differentiated effector cells that peak during wake periods?,"{'text': ['cytotoxic natural killer cells and CTLs (cytotoxic T lymphocytes)'], 'answer_start': [72]}",Cytotoxic natural killer cells and CTLs.,cytotoxic natural killer cells and CTLs (cytotoxic T lymphocytes),True,False,en,en,en,en
572a04d51d046914007796ce,What are two anti-inflammatory molecules that peak during awake hours?,"{'text': ['cortisol and catecholamines'], 'answer_start': [290]}",Cortisol and catecholamines,cortisol and catecholamines,True,True,,,,en
572a04d51d046914007796cf,Inflammation occurs during sleep times because of the presence of what molecule?,"{'text': ['melatonin'], 'answer_start': [600]}",melatonin,melatonin,True,True,,,,en
572a04d51d046914007796d0,Melatonin during sleep can actively counteract the production of what?,"{'text': ['free radical production'], 'answer_start': [739]}",free radicals,free radical production,True,False,en,en,en,en
572a07fc6aef0514001551dc,What molecules of the adaptive immune system only exist in jawed vertebrates?,"{'text': ['immunoglobulins and T cell receptors'], 'answer_start': [159]}",Immunoglobulines and T-cell receptors.,immunoglobulins and T cell receptors,True,False,en,en,en,en
572a07fc6aef0514001551dd,What are two examples of primitive jawless vertebrates?,"{'text': ['the lamprey and hagfish'], 'answer_start': [340]}","Lamprey  
Hagfish",the lamprey and hagfish,True,False,en,en,en,en
572a07fc6aef0514001551de,Primitive jawless vertebrates possess an array of receptors referred to as what?,"{'text': ['Variable lymphocyte receptors (VLRs)'], 'answer_start': [421]}",Variable lymphocyte receptors (VLRs),Variable lymphocyte receptors (VLRs),True,True,,,,en
572a07fc6aef0514001551df,Evolution of what part of the immune system occurred in the evolutionary ancestor of jawed vertebrates?,"{'text': ['adaptive immune system'], 'answer_start': [17]}",Adaptive immune system,adaptive immune system,True,True,,,,en
572a0e4b6aef051400155214,What is the process by which the adaptive immune system is evaded by the chainging of non-essential epitopes called?,"{'text': ['antigenic variation'], 'answer_start': [263]}",Antigenic variation,antigenic variation,True,True,,,,en
572a0e4b6aef051400155215,What is an example of a virus that uses antigenic variation?,"{'text': ['HIV'], 'answer_start': [298]}",HIV,HIV,True,True,,,,en
572a0e4b6aef051400155216,What is an example of a parasite that used the antigenic variation strategy to evade destruction?,"{'text': ['Trypanosoma brucei'], 'answer_start': [553]}",Trypanosoma brucei,Trypanosoma brucei,True,True,,,,en
572a0e4b6aef051400155217,What compounds can be masked with the molecules of the host cell in order for a virus to evade detection?,"{'text': ['antigens'], 'answer_start': [728]}",Sugars,antigens,True,False,id,en,id,id
5727213c708984140094da35,After the Peterloo massacre what poet wrote The Massacre of Anarchy?,"{'text': ['Percy Shelley'], 'answer_start': [46]}",Percy Shelley,Percy Shelley,True,True,,,,en
5727213c708984140094da36,His poem is considered the first kind of what type of protest?,"{'text': ['nonviolent'], 'answer_start': [349]}",nonviolent protest,nonviolent,True,True,,,,en
5727213c708984140094da38,Inspired by Shelley what was the name of Gandhi's doctrine?,"{'text': ['Satyagraha'], 'answer_start': [519]}",Satyagraha,Satyagraha,True,True,,,,en
5727213c708984140094da39,Gandhi often referenced Shelley's poem in his efforts to do what?,"{'text': ['free India'], 'answer_start': [755]}",do civil disobedience,free India,True,False,es,it,es,es
5727213c708984140094da37,What famous author used similarity and likeness of Percy Shelly in his writing?,"{'text': ['Henry David Thoreau'], 'answer_start': [406]}",Henry David Thoreau,Henry David Thoreau,True,True,,,,en
5728d63c4b864d1900164f18,Who wrote the poem The Mark of Anarchy?,"{'text': ['Percy Shelley'], 'answer_start': [46]}",Percy Shelley,Percy Shelley,True,True,,,,en
5728d63c4b864d1900164f19,The Mark of Anarchy was written to protest against what?,"{'text': ['unjust forms of authority'], 'answer_start': [179]}",The Mask of Anarchy,unjust forms of authority,True,False,en,en,en,en
5728d63c4b864d1900164f1a,What was the principle shown in The Mark of Anarchy?,"{'text': ['nonviolent protest'], 'answer_start': [349]}",nonviolent protest,nonviolent protest,True,True,,,,en
5728d63c4b864d1900164f1c,What was Ghandi's work called?,"{'text': ['Satyagraha'], 'answer_start': [519]}",Satyagraha,Satyagraha,True,True,,,,en
5728d63c4b864d1900164f1b,Which famous Indian practiced civil disobedience?,"{'text': ['Gandhi'], 'answer_start': [472]}",Henry David Thoreau,Gandhi,True,False,en,fr,en,en
5728202c4b864d19001644ec,What is it called when there is an active attempt to overthrow a government or belief system?,"{'text': ['Revolutionary civil disobedience'], 'answer_start': [298]}",Revolutions,Revolutionary civil disobedience,True,False,fr,en,fr,fr
5728202c4b864d19001644ed,What group of people performed revolutionary civil disobedience toward the Austrian government?,"{'text': ['Hungarians'], 'answer_start': [716]}",Hungarians,Hungarians,True,True,,,,en
5728202c4b864d19001644ee,The Hungarians performed this civil disobedience under the direction of what person?,"{'text': ['Ferenc Deák'], 'answer_start': [733]}",Ferenc Deák,Ferenc Deák,True,True,,,,en
5728202c4b864d19001644ef,Revolutionary civil disobedience towards culture is highlighted by example of who?,"{'text': [""Gandhi's""], 'answer_start': [616]}",Hungarians,,True,True,,,,en
5728202c4b864d19001644f0,What other topics can Civil disobedience pertain to?,"{'text': ['cultural traditions, social customs, religious beliefs'], 'answer_start': [400]}","Cultural traditions, social customs, religious beliefs.","cultural traditions, social customs, religious beliefs",True,True,,,,en
5728e07e3acd2414000e00e9,What is a simple form of civil disobedience?,"{'text': ['Non-revolutionary civil disobedience'], 'answer_start': [0]}",Judgment of wrongness by an individual conscience,Non-revolutionary civil disobedience,True,False,en,en,en,en
5728e07e3acd2414000e00ea,Why would a person chose civil disobedience against specific laws?,"{'text': ['they are judged ""wrong"" by an individual conscience'], 'answer_start': [90]}",individual conscience,"they are judged ""wrong"" by an individual conscience",True,False,it,ur,it,it
5728e07e3acd2414000e00eb,What is the goal of individual civil disobedience?,"{'text': ['render certain laws ineffective'], 'answer_start': [170]}",individual conscience,render certain laws ineffective,True,False,it,ur,it,it
5728e07e3acd2414000e00ec,What type of civil disobedience is larger scale?,"{'text': ['Revolutionary civil disobedience'], 'answer_start': [298]}",Revolutionary civil disobedience,Revolutionary civil disobedience,True,True,,,,en
5728e07e3acd2414000e00ed,What famous Indian's actions were considered civil disobedience?,"{'text': [""Gandhi's""], 'answer_start': [616]}",Gandhi,,True,True,,,,en
57282dfb4b864d1900164668,"Boycotting, refusing to pay taxes, sit ins, and draft dodging all make what harder?","{'text': ['for a system to function'], 'answer_start': [173]}",The Systems Functioning,for a system to function,True,False,en,en,en,en
57282dfb4b864d1900164669,Name one way the Plowshares organization temporarily close GCSB Waihopai?,"{'text': ['padlocking the gates'], 'answer_start': [569]}",Padlocking the gates,padlocking the gates,True,True,,,,en
57282dfb4b864d190016466a,Name the other way that the Plowshares organization temporarily closed?,"{'text': ['using sickles to deflate one of the large domes covering two satellite dishes'], 'answer_start': [594]}",Sickles,using sickles to deflate one of the large domes covering two satellite dishes,True,False,de,en,de,de
57282dfb4b864d190016466b,Brownlee argues that sometimes people behave in what way to have their issue heard?,"{'text': ['limited coercion'], 'answer_start': [443]}",moral dialogue,limited coercion,True,False,it,hi,it,it
57282dfb4b864d190016466c,When large groups of people all boycott a system or don't pay taxes it can be considered?,"{'text': ['coercive'], 'answer_start': [237]}",illegale Boycott,coercive,True,False,it,en,it,it
5728e715ff5b5019007da914,What is a type of disobedience against the federal government?,"{'text': ['refusals to pay taxes'], 'answer_start': [60]}",Illegal Boycott,refusals to pay taxes,True,False,it,it,it,it
5728e715ff5b5019007da916,What side effect of these type of protests is unfortunate?,"{'text': ['make it more difficult for a system to function'], 'answer_start': [150]}",Weakened functioning,make it more difficult for a system to function,True,False,en,en,en,en
5728e715ff5b5019007da917,What goal do many of these protests have?,"{'text': ['get their issue onto the table'], 'answer_start': [472]}",moral engagement,get their issue onto the table,True,False,nl,hi,nl,nl
5728e715ff5b5019007da918,How can you protest against big companies in a non violent way?,"{'text': ['padlocking the gates'], 'answer_start': [569]}",sit-in,padlocking the gates,True,False,sq,ur,sq,sq
5728eb1a3acd2414000e01c5,What do some civil disobedient people feel the need to acknowledge.,"{'text': ['punishment'], 'answer_start': [65]}",acceptance of punishment,punishment,True,True,,,,en
5728eb1a3acd2414000e01c6,Why is the need for acceptance of punishment needed?,"{'text': ['their belief in the validity of the social contract'], 'answer_start': [87]}",Belief in legal system's legitimacy,their belief in the validity of the social contract,True,False,en,en,en,en
5728eb1a3acd2414000e01c7,What do some people protest against?,"{'text': ['legitimacy of a particular law'], 'answer_start': [464]}",some people protesting against legal obedience,legitimacy of a particular law,True,False,en,en,en,en
5728eb1a3acd2414000e01c8,What is the group called that does not agree with government at all?,"{'text': ['anarchists'], 'answer_start': [553]}",Anarchists,anarchists,True,True,,,,en
5728eb1a3acd2414000e01c9,Anarchists do not want to accept punishment for what reason?,"{'text': ['does not infringe the rights of others'], 'answer_start': [700]}",not believing in the legitimacy of any government,does not infringe the rights of others,True,False,en,en,en,en
5728eef92ca10214002daab0,What type of punishment is sometimes offered to civil disobedients?,"{'text': ['plea bargain'], 'answer_start': [37]}",Jail time,plea bargain,True,False,et,en,et,et
5728eef92ca10214002daab1,What is usually the goal of taking a plea bargain?,"{'text': ['no jail time'], 'answer_start': [211]}",avoiding trial,no jail time,True,False,it,en,it,it
5728eef92ca10214002daab2,"When many people are arrested, what is a common tactic negotiating?","{'text': ['solidarity'], 'answer_start': [285]}",Solidarity tactics,solidarity,True,True,,,,en
5728eef92ca10214002daab3,What type of plea is sometimes taken as an act of disobedience?,"{'text': ['blind plea'], 'answer_start': [391]}",Blind plea,blind plea,True,True,,,,en
5728eef92ca10214002daab4,Which famous Indian took a plea and put himself at the mercy of the courts?,"{'text': ['Mohandas Gandhi'], 'answer_start': [456]}",Mohandas Gandhi,Mohandas Gandhi,True,True,,,,en
57273a465951b619008f86ff,What is the process of constructing a building or infrastructure?,"{'text': ['Construction'], 'answer_start': [0]}","Planning, design, financing, construction.",Construction,True,True,,,,en
57273a465951b619008f8700,What typically involves mass production of similar items without a designated purchaser?,"{'text': ['manufacturing'], 'answer_start': [122]}",Manufacturing,manufacturing,True,True,,,,en
57273a465951b619008f8701,What percentile of gross domestic product is construction comprised of?,"{'text': ['six to nine percent'], 'answer_start': [331]}",six to nine percent,six to nine percent,True,True,,,,en
57273a465951b619008f8702,What three things are needed for construction to take place?,"{'text': ['planning,[citation needed] design, and financing'], 'answer_start': [430]}","Planning, design, and financing.","planning,[citation needed] design, and financing",True,False,en,en,en,en
57273a465951b619008f8703,Construction takes place on location for who?,"{'text': ['a known client'], 'answer_start': [277]}",known client,a known client,True,False,en,en,en,en
57273e50dd62a815002e9a02,What is Engineering News-Record?,"{'text': ['a trade magazine for the construction industry'], 'answer_start': [33]}",Engineering News-Record (ENR) - Trade magazine for the construction industry,a trade magazine for the construction industry,True,False,en,en,en,en
57273e50dd62a815002e9a03,What compiles and reports on data about the size of design and construction companies?,"{'text': ['Engineering News-Record (ENR)'], 'answer_start': [0]}",Engineering News-Record (ENR),Engineering News-Record (ENR),True,True,,,,en
57273e50dd62a815002e9a04,In what year did ENR compile data in nine market segments?,"{'text': ['2014'], 'answer_start': [369]}",2014,2014,False,True,,,,en
57273e50dd62a815002e9a05,ENR used data on what to rank Top 400 firms as heavy contractors?,"{'text': ['transportation, sewer, hazardous waste and water'], 'answer_start': [652]}","Transport, sewer, hazardous waste, and water","transportation, sewer, hazardous waste and water",True,False,af,en,af,af
57273f27dd62a815002e9a0a,What are the three construction subsectors?,"{'text': ['building construction, heavy and civil engineering construction, and specialty trade contractors'], 'answer_start': [287]}","Building construction, heavy and civil engineering construction, specialty trade contractors","building construction, heavy and civil engineering construction, and specialty trade contractors",True,False,en,en,en,en
57273f27dd62a815002e9a0b,There are other categories for what?,"{'text': ['construction service firms (e.g., engineering, architecture) and construction managers'], 'answer_start': [415]}",Construction service firms,"construction service firms (e.g., engineering, architecture) and construction managers",True,False,en,en,en,en
57273f27dd62a815002e9a0c,What has a classification system for construction companies?,"{'text': ['The Standard Industrial Classification and the newer North American Industry Classification System'], 'answer_start': [0]}",Standard Industrial Classification and the newer North American Industry Classification System,The Standard Industrial Classification and the newer North American Industry Classification System,True,False,en,en,en,en
57273f27dd62a815002e9a0d,What are construction managers?,"{'text': ['firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project'], 'answer_start': [503]}",Firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project.,firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project,True,True,,,,en
57274e0d708984140094dbe5,The modern trend in design is toward integration of what?,"{'text': ['previously separated specialties'], 'answer_start': [52]}",Previously separated specialties,previously separated specialties,True,True,,,,en
57274e0d708984140094dbe6,"Even in large firms, architects, interior designers, engineers, developers, construction managers, and general contractors were more likely to be what?","{'text': ['entirely separate companies'], 'answer_start': [254]}",separate companies,entirely separate companies,True,False,ro,en,ro,ro
57274e0d708984140094dbe7,"In modern times, firms may offer themselves as what for a construction project?","{'text': ['""one-stop shopping""'], 'answer_start': [562]}","""One-stop shopping""","""one-stop shopping""",True,True,,,,en
57274e0d708984140094dbe8,"What kind of contract is given when the contractor is given a performance specification and must undertake the project from design to construction, while adhering to the performance specifications?","{'text': ['""design build"" contract'], 'answer_start': [657]}",Design-build contract,"""design build"" contract",True,True,,,,en
572750e8dd62a815002e9af0,What must a project adhere to?,"{'text': ['zoning and building code requirements'], 'answer_start': [27]}","subject
zoning  
building  
code  
requirements",zoning and building code requirements,True,False,en,en,en,en
572750e8dd62a815002e9af1,Constructing a project that fails to adhere to codes does not benefit whom?,"{'text': ['the owner'], 'answer_start': [136]}",the owner,the owner,True,True,,,,en
572750e8dd62a815002e9af2,What is malum in se considerations?,"{'text': ['the desire to prevent things that are indisputably bad'], 'answer_start': [212]}",malum in se considerations,the desire to prevent things that are indisputably bad,True,False,en,en,en,en
572750e8dd62a815002e9af3,What are malum prohibitum considerations?,"{'text': ['things that are a matter of custom or expectation'], 'answer_start': [372]}",Isolation of businesses in a business district and residences in a residential district,things that are a matter of custom or expectation,True,False,en,en,en,en
572750e8dd62a815002e9af4,Who may seek changes or exemptions in the law that governs the land where the building will be built?,"{'text': ['An attorney'], 'answer_start': [517]}",An attorney,An attorney,True,True,,,,en
