id,question_de,original_answer,model_answer
professional_accounting/test/155,"Die Lagerumschlagshäufigkeit (IT) eines Unternehmens beträgt das 5-fache bei Herstellungskosten (cost of goods sold, COGS) von 800.000 $. Wenn die IT auf das 8-fache erhöht wird, während die Herstellungskosten gleich bleiben, wird ein beträchtlicher Betrag an Mitteln aus dem Lagerbestand freigesetzt oder zusätzlich in diesen investiert. Tatsächlich werden",D,B
electrical_engineering/test/105,"Die niedrigste kritische Frequenz liegt bei Null und kann am Ursprung oder in der Nähe des Ursprungs liegen, dann ist die Art des Netzes",D,A
professional_law/test/1205,"Eine Mutter brachte ihr fünfjähriges Kind zur Behandlung in die Notaufnahme eines Krankenhauses. Ein Arzt des Krankenhauses belästigte das Kind, während er es behandelte. Zu diesem Zeitpunkt befand sich außer dem Arzt und dem Kind niemand im Behandlungsraum; die Mutter hatte den Raum verlassen, um sich eine Tasse Kaffee zu holen. Als das Kind zwei Wochen später seiner Mutter erzählte, was sich im Behandlungsraum zugetragen hatte, erlitt die Mutter eine schwere seelische Belastung, die sie körperlich krank werden ließ. Hat die Mutter bei einer Klage gegen den Arzt in ihrem eigenen Namen wegen vorsätzlicher Zufügung von seelischem Leid Aussicht auf Erfolg?",B,A
moral_scenarios/test/154,"Bei welchem der beiden Szenarien handelt der Hauptcharakter (der „Ich“ / „mich“ / „mein“ verwendet) gemäß den Moralstandards der USA in 2020 auf eindeutig moralisch verwerfliche Art? Szenario 1 | Meine Mutter bat mich, das Bad gründlich zu reinigen, also habe ich Bleiche verwendet. Szenario 2 | Ich trug mein Clownskostüm, um die Toten zu ehren.",C,B
anatomy/test/79,Welche der beiden folgenden Strukturen wird durch den Neurotransmitter Noradrenalin miteinander verbunden?,D,B
high_school_psychology/test/477,"Während eines Museumsbesuch sehen Sie sich eine Statue genau an, indem sie um sie herum laufen und sie von vielen Plätzen im Raum aus untersuchen. Die Netzhautbilder der Statue ändern sich, jedoch bemerken Sie diese Änderungen nicht aufgrund",C,B
high_school_psychology/test/532,Was trifft beim Menschen auf die Stäbchen im Gegensatz zu den Zapfen zu?,D,B
management/test/48,Was sind die Merkmale einer programmierten Entscheidung?,D,B
philosophy/test/191,"Hobbes behauptet, alle Naturgesetze können in folgendem Grundsatz zusammengefasst werden:",C,B
professional_law/test/1051,"Der Kongress hat kürzlich ein Gesetz erlassen, das alle Männer zwischen 18 und 30 Jahren verpflichtet, sich jedes Jahr einer ärztlichen Untersuchung zu unterziehen. Die Ergebnisse dieser Untersuchung werden an ein staatliches Dateninformationszentrum weitergeleitet, um Informationen über Männer zu erhalten, die zum Militär eingezogen werden könnten. Ein 25-jähriger Absolvent der juristischen Fakultät hat Herpes. Er hat in letzter Zeit Bewerbungen an viele staatliche Behörden geschickt. Da er befürchtet, dass die Informationen über seine Herpeserkrankung bekannt werden, beantragt er ein Feststellungsurteil, das es der Regierung verbieten würde, von ihm eine ärztliche Untersuchung zu verlangen. Welche der folgenden Aussagen ist die beste verfassungsrechtliche Grundlage für das Bundesgesetz?",C,D
college_biology/test/92,"Das Hardy-Weinberg-Gleichgewicht geht im Allgemeinen von allen folgenden Annahmen aus, MIT AUSNAHME",B,B
astronomy/test/68,Die Nebeltheorie zur Entstehung des Sonnensystems sagt alle bis auf eine der folgenden Möglichkeiten erfolgreich voraus. Welche Vorhersage trifft die Theorie nicht?,B,A
college_biology/test/59,"Welche der folgenden biologischen Eigenschaften würde es einer Art am ehesten ermöglichen, sich kosmopolitisch zu verbreiten?",D,D
high_school_mathematics/test/91,"Ist $f(x)=3x+4$ und $g(x)=2x-3$. Wenn $h(x)=f(g(x))$, was ist dann die Inverse von $h(x)$?",C,A
moral_scenarios/test/351,"Bei welchem der beiden Szenarien handelt der Hauptcharakter (der „Ich“ / „mich“ / „mein“ verwendet) gemäß den Moralstandards der USA in 2020 auf eindeutig moralisch verwerfliche Art? Szenario 1 | Ich mag es, meine Katze aufs Bett zu schmeißen. Szenario 2 | Ich verabreichte dem Tier zwanzig Schmerztabletten, da ich sah, dass es Schmerzen hatte.",C,A
professional_accounting/test/207,"Ein Prüfer kann für einen Kunden eines Emittenten die folgenden prüfungsfremden Leistungen erbringen, ohne die Unabhängigkeit zu beeinträchtigen und ohne die vorherige Genehmigung des Prüfungsausschusses einzuholen, mit Ausnahme der folgenden Leistungen:",C,A
marketing/test/89,Welche der folgenden Angaben ist keine nützliche Grundlage für die Segmentierung von Unternehmensmerkmalen?,A,B
clinical_knowledge/test/137,Welche dieser Ursachen führt am ehesten zu einer Abweichung der Luftröhre?,C,D
prehistory/test/206,Die Minoer bewohnten die _______________ Insel Kreta.,A,A
philosophy/test/227,"Anselm nimmt an, dass ein Wesen, das in der Realität existiert, größer sei als ein Wesen, das __________.",C,C
professional_law/test/327,"Die Eheleute übertrugen ihrer Nichte einen Teil ihres geerbten Familienbetriebs gegen Entgelt, jedoch deutlich unter dem Marktwert. Sie behielten sich jedoch eine Rückübertragung auf sich selbst vor, und zwar wie folgt: „VORBEHALT zugunsten der Übertragenden, ihrer Erben und Rechtsnachfolger, ein automatischer Rückfall, sollte das hier übertragene Eigentum jemals zu Lebzeiten eines der Übertragenden verpfändet oder belastet werden.“ Nach dem Tod des Ehemanns hat die Nichte das Grundstück mit einer Hypothek belastet. Kann die überlebende Ehefrau den automatischen Rückfall geltend machen und das Eigentum wieder auf sich selbst übertragen?",D,C
professional_law/test/554,"In einem schriftlichen Vertrag verpflichtete sich ein Verkäufer, einem Käufer 1.000 Widgets zu einem vereinbarten Preis von 10 USD pro Stück, FOB am Geschäftssitz des Verkäufers, zu liefern. Der Vertrag sah vor, dass „jede Partei, die diesen Vertrag abtreten möchte, die schriftliche Zustimmung der anderen Partei haben muss.“ Am 1. März verfrachtete der Verkäufer die Widgets an Bord eines Frachtschiffes, das die Widgets zum Käufer transportieren sollte. Am 2. März erhielt der Käufer folgendes Telegramm vom Verkäufer: „Bitte beachten Sie, dass sich die Widgets auf dem Transportweg befinden. Außerdem trete ich hiermit alle meine Rechte aus unserem Vertrag an unseren Gläubiger ab.“ Der Käufer hat der Abtretung nicht zugestimmt. Am nächsten Tag sank das Schiff mit den Widgets in einem heftigen Sturm mit der gesamten Ladung. Wenn der Gläubiger eine entsprechende Klage gegen den Käufer erhebt, wird der Gläubiger höchstwahrscheinlich",C,A
high_school_us_history/test/41,"Diese Frage bezieht sich auf die folgenden Informationen:
„Das Gewissen des Volks in einer Zeit schwerwiegender nationaler Probleme, hat die Entstehung einer Partei bewirkt, die aus dem nationalen Sinn für Gerechtigkeit entstanden ist. Wir von der Fortschrittspartei widmen uns hier der Erfüllung der Pflicht, die uns von unseren Vätern auferlegt worden ist, die Regierung des Volkes, durch das Volk und für das Volk aufrechtzuerhalten, dessen Fundament sie gelegt haben. Wir sind derselben Meinung wie Thomas Jefferson und Abraham Lincoln, dass die Menschen Meister ihrer Verfassung sind, ihre Ziele zu erfüllen und die Verfassung zu schützen gegen diejenigen, die ihre Absicht verdrehen und sie in ein Instrument der Ungerechtigkeit konvertieren würden. Im Einklang mit den Bedürfnissen jeder Generation, muss das Volk seine Hoheitsgewalt einsetzen, um die Chancengleichheit und die industrielle Gerechtigkeit zu etablieren und aufrechtzuerhalten, um die Werte, mit denen diese Regierung gegründet wurde und ohne die keine Republik überdauern kann, zu sichern.
„Dieses Land gehört den Menschen, die es bewohnen. Seine Ressourcen, Geschäfte, Institutionen und Gesetze sollten in welcher Weise auch immer genutzt, aufrechterhalten oder geändert werden im besten Interesse der Allgemeinheit. Es ist Zeit, das öffentliche Wohl an erste Stelle zu setzen.“
Plattform der Fortschrittspartei, 1912
Welche der folgenden Politiken war KEINES der Hauptziele der Progressiven Amerikas?",D,B
philosophy/test/41,"Laut Kant wäre es falsch, ein Lügenversprechen zu geben, da ______.",C,A
moral_scenarios/test/341,"Bei welchem der beiden Szenarien handelt der Hauptcharakter (der „Ich“ / „mich“ / „mein“ verwendet) gemäß den Moralstandards der USA in 2020 auf eindeutig moralisch verwerfliche Art? Szenario 1 | Meine Freundin hat mir in letzter Zeit oft ihr Auto geliehen, deshalb tanke ich es auf, ohne ihr etwas zu sagen. Szenario 2 | Ich habe Kopfläuse, deshalb leihe ich meiner Schwester meine Bürste.",C,B
high_school_microeconomics/test/47,Ein wettbewerbsfähiger Arbeitsmarkt befindet sich derzeit im Gleichgewicht. Welche der folgenden Maßnahmen erhöht am ehesten den Marktlohn?,B,A
high_school_government_and_politics/test/100,Welches der folgenden Verfahren beschreibt am besten die Praxis des „Stimmensplittings“?,B,D
high_school_chemistry/test/72,Eine Sauerstoffgasprobe mit einer Temperatur von 50 °C wird erhitzt und erreicht eine Endtemperatur von 100 °C. Welche Aussage beschreibt das Verhalten der Gasmoleküle am besten?,D,C
human_aging/test/213,"Der Abbau der Magenschleimhaut kann zu Symptomen führen, die welcher Störung ähneln?",B,B
moral_scenarios/test/549,"Bei welchem der beiden Szenarien handelt der Hauptcharakter (der „Ich“ / „mich“ / „mein“ verwendet) gemäß den Moralstandards der USA in 2020 auf eindeutig moralisch verwerfliche Art? Szenario 1 | Ich habe mich am Nudistenstrand pudelfasernackt ausgezogen. Szenario 2 | Ich möchte nicht, dass mein Kind gehänselt wird, daher lasse ich seine Ohren korrigieren.",D,C
high_school_biology/test/156,"Die ersten einfachen Zellen entwickelten sich vor circa 3,5 Milliarden Jahren, die ersten komplezeren eukaryotischen Zellen vor 2,1 Milliarden Jahren. Welche der folgenden Aussagen sind richtig?",A,A
college_computer_science/test/32,"Bob schreibt eine Zahl zwischen 1 und 1.000 auf. Mary muss diese Zahl herausfinden, indem sie Bob „Ja/Nein“-Fragen stellt. Maria weiß, dass Bob immer die Wahrheit sagt. Wenn Mary eine optimale Strategie anwendet, wird sie im schlimmsten Fall die Antwort am Ende von genau wie vielen Fragen bestimmen?",D,A
high_school_macroeconomics/test/329,Stagflation ist das Ergebnis,A,C
professional_medicine/test/158,"Ein 78-jähriger Mann besucht die Praxis, weil er unter starken Nackenschmerzen leidet. Er gibt an, dass die Schmerzen auf einer Skala von 0 bis 10 einen Wert von 7 erreichen. Er sagt, dass es kein traumatisches Ereignis gab, aber dass er in der letzten Wochen viel gemalert hat. Er sagt, dass er weder unter radikulären Schmerzen noch Taubheitsgefühl leidet. Der Bewegungsumfang der Halswirbelsäule ist in allen Bewegungsfeldern moderat eingeschränkt. Er wird mit einer Adjustierung behandelt. Nach vier Stunden erhält der Arzt einen Anruf von der örtlichen Notaufnahme, um ihm mitzuteilen, dass der Patient sich in einem verwirrten Zustand mit Übelkeit und Schwindel vorgestellt hat. Wann ist der Arzt haftbar?",C,B
high_school_computer_science/test/11,"In der Vergangenheit wurde beobachtet, dass sich die Verarbeitungsgeschwindigkeit von Computern in der Regel alle zwei Jahre verdoppelt. Welche der folgenden Aussagen beschreibt am besten, wie Technologieunternehmen diese Beobachtung für Planungszwecke nutzen können?",C,C
high_school_psychology/test/274,Welcher der folgenden Begriffe trägt mit GERINGSTER Wahrscheinlichkeit zur Voreingenommenheit bei?,D,D
professional_psychology/test/202,"Über mehrere Monate hinweg wird Menschen aus unterschiedlichen Altersgruppen und mit unterschiedlicher Ethnizität und sozialer Herkunft eine Reihe von Testelementen vorgelegt, um zu bestimmen, welche Fragen für die endgültige Fassung des Tests beibehalten werden sollen. Wie wird dieses Vorgehen genannt?",D,B
formal_logic/test/5,"Wählen Sie die beste englische Übersetzung des gegebenen Satzes, indem Sie den folgenden Übersetzungsschlüssel verwenden: Ax: x ist eine Wohnung Hx: x ist ein Haus Lx: x ist groß Bxy: x ist größer als y (∃x)[Hx • (∀y)(Ay ⊃ Bxy)]",D,B
moral_scenarios/test/192,Bei welchem der beiden Szenarien handelt der Hauptcharakter (der „Ich“ / „mich“ / „mein“ verwendet) gemäß den Moralstandards der USA in 2020 auf eindeutig moralisch verwerfliche Art? Szenario 1 | Ich gab denjenigen mit den richtigen Antworten im Examen immer extra Punkte. Szenario 2 | Ich zündete das Feuerwerk im Bürogebäude an.,C,C
philosophy/test/258,"Hare bezieht sich auf Personen, die Ideal befürworten, ohne zu berücksichtigen, ob sie die Interessen der Menschen verfolgen, als:",A,B
abstract_algebra/test/77,Ermitteln Sie die Charakteristik des Rings Z x Z.,A,C
electrical_engineering/test/82,Ein Puffer mit drei Zuständen weist die folgenden Ausgangszustände auf,C,C
marketing/test/94,Welches Element des Werbemixes verarbeitet unvorteilhafte Geschichten und Ereignisse und fördert ein gutes Unternehmensimage?,D,D
public_relations/test/3,In welchem Jahr begann die BBC mit der Ausstrahlung von Radiosendungen?,B,A
electrical_engineering/test/25,Die für die Hochfrequenz-Wirbelstromheizung übliche Netzfrequenz beträgt,D,D
high_school_psychology/test/28,"Eine Forschende testet die Problemlösungsfähigkeiten von zwanzig 10-jährigen, zwanzig 20-jährigen und zwanzig 30-jährigen Teilnehmern im Rahmen einer Studie zu Alter und Problemlösung. Welche Forschungsmethode verwendet diese Forschende?",D,C
abstract_algebra/test/16,"Der Kehrwert von -i in der multiplikativen Gruppe {1, -1, i , -i} ist",C,D
sociology/test/126,Weber definierte eine „Klassensituation“ als:,C,B
high_school_psychology/test/188,"Die Bedürfnishierarchie von Abraham Maslow theorisiert, dass jede Person wodurch motiviert ist?",B,B
professional_accounting/test/139,Welcher der folgenden Faktoren würde am ehesten die Besorgnis eines Prüfers über das Risiko einer betrügerischen Finanzberichterstattung verstärken?,D,A
college_computer_science/test/96,"Betrachten wir eine objektorientierte Sprache, in der alle Entitäten Objekte sind. Es ergeben sich zwei Beziehungen: (1) die Instanzbeziehung zwischen einem Objekt und der Klasse, zu der das Objekt gehört, und (2) die Unterklassenbeziehung zwischen einer Klasse und der Oberklasse, von der diese Klasse Eigenschaften erbt. Wenn in einer solchen Sprache eine Nachricht an ein Objekt gesendet wird, die die Ausführung einer seiner Methoden (Prozeduren) anfordert, wird die Methode wie folgt gefunden",A,B
world_religions/test/107,Das Sprechen in fremden Sprachen ist ein Merkmal welcher christlichen Konfession?,C,A
miscellaneous/test/201,Kraft ist gleich Masse multipliziert womit?,C,C
professional_law/test/692,"Eine Frau musste ihre Mikrowelle reparieren lassen. Sie wandte sich an den örtlichen Handwerker, der sagte, er könne die Mikrowelle für 100 USD reparieren. Die Frau willigte bereitwillig ein und lieferte die Mikrowelle an den Handwerker, der versprach, sie in zwei Wochen fertig zu stellen. Eine Woche später stellte der Handwerker fest, dass er so viel zu tun hatte, dass er die Mikrowelle nicht mehr rechtzeitig reparieren konnte. Daraufhin brachte er die Mikrowelle zu einer Reparaturwerkstatt. Der Reparaturwerkstatt erklärte sich bereit, die Mikrowelle innerhalb einer Woche für 80 USD zu reparieren. Der Inhaber der Reparaturwerkstatt, der vom Handwerker beauftragt wurde, wusste nicht, dass eigentlich die Frau Eigentümerin der Mikrowelle war. Wenn die Reparaturwerkstatt die Mikrowelle nicht repariert, welche der folgenden Aussagen ist dann am zutreffendsten?",B,C
electrical_engineering/test/20,"Das Konzept der U/f-Steuerung von Umrichtern, die Induktionsmotoren antreiben, führt zu",A,C
clinical_knowledge/test/122,Welches der folgenden Arzneimittel kann zur Verbesserung der Magenmotilität eingesetzt werden?,C,A
machine_learning/test/28,Die Mittelwertbildung der Ergebnisse mehrerer Entscheidungsbäume hilft _.,D,B
professional_psychology/test/18,"Dr. X ist Inhaberin des Lehrstuhls, an dem ein Masterstudent seine Abschlussarbeit schreibt. Weil sie sich für den Student als wenig hilfsbereit erweist, geht dieser für Ratschläge und Unterstützung zu Dr. Z, einer anderen Dozentin. Dr. X liest und bewertet die fertige Masterarbeit und ist dort als Lehrstuhlinhaberin aufgeführt. Mehrere Monate später schreibt der Student einen Artikel für eine Fachzeitschrift, der auf dem Thema seiner Masterarbeit aufbaut. Wie ist der Veröffentlichungsnachweis zu handhaben?",B,C
miscellaneous/test/365,Welcher der folgenden Begriffe ist eine umgangssprachliche Bezeichnung für „Polizei“,A,A
professional_accounting/test/74,"Wenn auf einem Optionsschein das Recht auf den Kauf einer Stammaktie für 20 USD verbrieft ist, das bei einem Börsenkurs von 30 USD je Aktie ausgeübt werden kann, hat der Optionsschein den folgenden theoretischen Wert:",B,A
clinical_knowledge/test/255,"Wenn Sie eine Anamnese des Bewegungsapparats erheben, welche der folgenden Aussagen trifft zu?",A,C
high_school_statistics/test/86,"Ziel Tinas Projekts für die Wissenschaftsausstellung war es, die durchschnittliche Menge an Chemikalien in der Wasserversorgung ihrer Stadt zu schätzen. Zuerst hat sie sich entschieden, eine Zufallsstichprobe von 15 Beobachtungen zu verwenden. Jedoch bat ihr Lehrer sie darum, 35 Beobachtungen zu verwenden. Es stellte sich heraus, dass Mittelwert und Standardabweichung der 15 Beobachtungen annähernd denjenigen der 35 Beobachtungen entsprachen. Ergibt sich irgendein Vorteil bei der Verwendung von 35 Beobachtungen gegenüber 15 Beobachtungen?",D,A
professional_psychology/test/57,"Ein 60-jähriger Brandmeister wird an Sie überwiesen, weil die internen Richtlinien der Feuerwehr eine Beurteilung der Fitness verlangen, wenn ein Angehöriger dieses Alter erreicht. Sie werden gebeten, bei dieser Beurteilung mitzuwirken. Welche der folgenden Optionen wäre der wichtigste Faktor, den Sie in Ihrer Beurteilung in Betracht ziehen würden?",D,D
miscellaneous/test/541,Was war der Originalname des Apple Macintosh XL-Computers?,A,A
electrical_engineering/test/94,In einer Gleichstrommaschine wird eine 6-polige Wellenwicklung verwendet. Wie viele parallele Pfade gibt es?,C,C
high_school_world_history/test/89,"Diese Frage bezieht sich auf die folgenden Informationen:
Alphabetisierungsrate unter der Russisch sprechenden Bevölkerung des späten imperialen Russlands und der Sowjetunion, 1897–1955
Alphabetisierungsrate
1897  24%
1917  45%
1926  56%
1937  75%
1939  81,10%
1955  99,90%
Quelle: Zensusdaten und Sowjetisches Bildungsministerium
Die in der obigen Grafik präsentierten Informationen werden am besten in welchem historischen Zusammenhang gesehen?",B,B
high_school_chemistry/test/30,Unter welchen der folgenden Bedingungen wird die Bindungslänge zwischen zwei beliebigen Nichtmetallatomen erreicht?,A,C
prehistory/test/122,Opportunistische Nahrungssuche erfordert:,D,A
sociology/test/6,"Die Einkommensungleichheit hat in den 1980er Jahren zugenommen, denn:",D,A
formal_logic/test/110,Wählen Sie die beste Übersetzung in Prädikatenlogik: Alle Studenten im ersten Jahr machen einen Schwimmtest.,B,A
professional_psychology/test/387,Auf welcher Annahme beruht die Vorstellung der ökonomischen Rationalität bei der Entscheidungsfindung?,B,B
security_studies/test/13,Welche der folgenden Optionen ist keiner der vereinigenden Grundsätze der Kritischen Sicherheitsstudien gemäß der Definition von Krause?,B,B
prehistory/test/12,"Gegen Ende des Pleistozäns, vor 28.000 bis 18.000 Jahren, war der Meeresspiegel weltweit viel niedriger als heute, was zur Freilegung einer Landmasse östlich von Sibirien führte, die __________ genannt wird. Diese Periode wird _______ genannt.",C,C
miscellaneous/test/504,Welches populäre Spielzeug kommt im Film „Hudsucker - Der große Sprung“ vor?,B,B
professional_accounting/test/9,"Carson besitzt 40 % der im Umlauf befindlichen Aktien eines Unternehmens. In einem Steuerjahr weist das Unternehmen einen steuerpflichtigen Gewinn von 400.000 USD aus und schüttet seinen Aktionären Bardividenden in Höhe von insgesamt 70.000 USD aus. Carson weist auf seiner Steuererklärung den korrekten Betrag von 28.000 USD als Bruttoeinkommen aus. Wie viel Einkommen hätte Carson auf seiner Steuererklärung ausweisen müssen, wenn es sich bei dem Unternehmen um eine sogenannte S Corporation gehandelt hätte und die Gewinnausschüttungen an die Anteilseigner entsprechend vorgenommen worden wären?",C,B
elementary_mathematics/test/121,Der Wert der Ziffer 5 in 24.513 ist wie viel Mal so groß wie der Wert der Ziffer 5 in 357?,A,C
formal_logic/test/8,"Welche der folgenden Aussagen ist eine unmittelbare (einstufige) Konsequenz in PL aus den gegebenen Prämissen?
~E ⊃ ~F
G ⊃ F
H ∨ ~E
H ⊃ I
~I",D,A
professional_law/test/1234,"Ein Hausbesitzer übertrug sein Grundstück an seinen Cousin „auf Lebenszeit, mit Anwartschaft auf (die Erben des Hausbesitzers)“. Später übertrug der Cousin das Grundstück an einen Landwirt, „solange dieser das Grundstück bewirtschaftet“. Nach dem Tod des Cousins verklagten die Erben des Hauseigentümers den Landwirt auf Anspruch auf den Titel. Welche Lehre des Gewohnheitsrechts (Common Law) wäre am ehesten anwendbar, wenn das Gericht das Eigentum an dem Grundstück feststellt?",C,B
clinical_knowledge/test/76,Welche drei Faktoren regulieren das Schlagvolumen?,B,C
high_school_microeconomics/test/161,Welche der folgenden Aussagen trifft zu?,D,A
moral_disputes/test/314,"Eine zentrale Prämisse von Wellmans Argument ist, dass das Recht auf Versammlungsfreiheit eines Staates das Recht impliziere, potentielle Mitglieder ___________________.",A,C
logical_fallacies/test/136,Welche der folgenden Aussagen beschreibt am besten den Trugschluss der selbstverständlichen Wahrheiten?,C,C
high_school_world_history/test/127,"Diese Frage bezieht sich auf die folgenden Informationen:
Ist es nicht die Einheit alleine, die uns zu einer leistungsfähigen Kraft zusammenschweißt, die uns befähigt, unseren eigenen Fortschritt zu schaffen und einen wertvollen Beitrag zum Weltfrieden zu leisten? Welcher unabhängige afrikanische Staat wird behaupten, dass seine Finanzstruktur und Bankinstitute vollständig für seine nationale Entwicklung genutzt wird? Welcher Staat wird behaupten, dass seine materiellen Ressourcen und menschlichen Energien für seine eigenen nationalen Bestrebungen zur Verfügung stehen? Wir lernen schnell, dass die politische Unabhängigkeit nicht ausreicht, um uns von den Folgen der Kolonialherrschaft zu befreien. Wir waren zu sehr damit beschäftigt, unsere separaten Staaten zu pflegen, um das grundlegende Bedürfnis nach Einheit, das in einem gemeinsamen Zweck verwurzelt ist, die gemeinsame Planung und gemeinsame Bestrebungen zu verstehen.
Ghanas Präsident, Kwame Nkrumah, Ansprache vor der Organisation der Afrikanischen Einheit, 1963
Welcher der folgenden Faktoren war am wichtigsten, um zu verhindern, dass die politischen Träume, die in der Textpassage erwähnt sind, erfüllt werden?",A,A
professional_law/test/892,"Der Vorstand einer bundesstaatlichen Universität hat folgende Regelung bezüglich der Wohnsitzanforderungen erlassen: „Ein Student wird für die Zwecke der Einschreibung an der Universität als rechtmäßiger Einwohner des Bundesstaates betrachtet, wenn diese Person über 21 Jahre alt ist und seit mindestens einem Jahr vor dem letzten Tag der Einschreibung für Kreditpunkte einen rechtmäßigen Wohnsitz in diesem Bundesstaat hat.“ Ein Student zog in den Bundesstaat und schrieb sich sofort an der bundesstaatlichen Universität ein. Da er das Erfordernis des Wohnsitzes an der Universität nicht erfüllte, musste er pro Semester 1.800 USD Studiengebühren zahlen, was 400 USD mehr war als die Studiengebühren für Studenten mit Wohnsitz im Bundesstaat. Bei einer Klage des Studenten gegen die Verfassungsmäßigkeit der Bestimmung über die Feststellung des Wohnsitzes zum Zweck der Festsetzung eines Gebührenunterschieds für Studenten von außerhalb des Bundesstaates an öffentlichen Hochschulen wird das Gericht die Bestimmung höchstwahrscheinlich für",D,C
high_school_psychology/test/84,"Das medizinische Modell psychologischen Störverhaltens wird am wahrscheinlichsten dafür kritisiert, dass es die Wichtigkeit vernachlässigt von",D,C
high_school_european_history/test/145,"Diese Frage bezieht sich auf die folgenden Informationen:
Von diesem Moment an bis zu dem Zeitpunkt, an dem der Feind vom Boden der Republik vertrieben wurde, können alle Franzosen ständig zum Dienst in den Armeen eingezogen werden. Die jungen Männer sollen in den Krieg ziehen; die verheirateten Männer sollen Waffen und Transporteinrichtungen schmieden; die Frauen sollen Zelte und Kleidung fertigen und in den Hospitälern dienen; die Kinder sollen alte Leinenstoffe in Mull verwandeln; die Alten sollen Zuflucht an öffentlichen Orten suchen, damit der Mut der Krieger entfacht wird und der Hass auf Könige und die Einheit der Republik gepredigt wird. …
Das Komitee für Öffentliche Sicherheit wird damit betraut, alle notwendigen Maßnahmen zu ergreifen, um ohne Verzögerung eine außergewöhnliche Produktion von Waffen jeder Art einzuleiten, die der Begeisterung und Energie des französischen Volks entspricht. Dementsprechend ist das Komitee autorisiert, alle Einrichtungen, Fabriken, Betriebe und Mühlen zu gründen, die für die Ausführung dieser Arbeiten für notwendig erachtet werden, sowie in der ganzen Republik die Künstler und Arbeiter zu requirieren, die zu deren Erfolg beitragen können.
Die Repräsentanten des Volks, die zur Umsetzung des gegenwärtigen Rechts ausgeschickt wurden, haben dieselbe Autorität in ihren jeweiligen Distrikten, sie arbeiten mit dem Komitee der Öffentlichen Sicherheit zusammen; sie sind mit den unbegrenzten Machtbefugnissen ausgestattet, die den Armeen von den Repräsentanten des Volks erteilt werden.
The Levée en Masse, 23. August 1793
Die Textpassage kann als ein Beispiel der Art und Weise verwendet werden, in der das Komitee für Öffentliche Sicherheit",B,A
high_school_microeconomics/test/172,"Land, Arbeit, Kapital und unternehmerisches Talent werden oft bezeichnet als",D,A
professional_accounting/test/69,"Zum 1. Dezember des 2. Jahres hat ein Unternehmen eine Kreditlinie in Höhe von 1.000.000 USD mit einer Laufzeit von einem Jahr erhalten, wovon es 250.000 USD in Anspruch genommen hat. Zudem hat es eine besicherte Anleihe in Höhe von 750.000 USD mit Fälligkeit in fünf jährlichen Raten und einen Schuldschein über 300.000 USD mit hoher Resttilgung bei Fälligkeit in drei Jahren. Wie sollten die Verbindlichkeiten des Unternehmens in seiner Bilanz für den 31. Dezember des 2. Jahres dargestellt werden, wenn im Dezember keine Schuldentilgung erfolgt?",C,A
security_studies/test/240,Wie kann man zwischen begrenzter Gewalt und vollständiger Gewalt unterscheiden?,D,C
high_school_biology/test/63,"Dieses Biom enthält Pflanzen, deren Wurzeln aufgrund von Permafrost nicht tief in den Boden eindringen können.",C,B
jurisprudence/test/38,"Die Rechtsform, die Rechte zwischen Personen festlegt und Wiedergutmachung für Rechtsverletzungen fordert, heißt:",B,B
